n_vessels,n_wind_farms,n_scenarios,instance,runtime,objval,solution_gap,charter_decision
3,3,1,1,409.77207493782043,21899518.296045795,0.001962244390058638,"['gamma_ST[CTV,November]: 1.0', 'gamma_ST[CTV,December]: 1.0', 'gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,1,2,924.7838320732117,21440376.586550184,0.001997507964699982,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,1,3,349.4779689311981,25824777.456274487,0.0019909406073396058,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 2.0']"
3,3,1,4,229.85532999038696,15961330.279410647,0.0019984372323548823,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,1,5,456.4722399711609,22558075.846950702,0.001959072078703323,"['gamma_ST[CTV,January]: 3.0', 'gamma_ST[CTV,February]: 2.0', 'gamma_ST[CTV,November]: 1.0', 'gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,2,1,1081.9330019950867,18758445.157758188,0.0019950816711428597,"['gamma_ST[CTV,December]: 1.0', 'gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,2,2,2691.3993570804596,19641954.878228202,0.001998031982027842,"['gamma_ST[CTV,January]: 1.0', 'gamma_ST[CTV,February]: 1.0', 'gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,2,3,5286.369579076767,22329669.315394506,0.0019997905096406712,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,2,4,1536.3956940174103,16520946.972665038,0.0019117050901185058,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,2,5,1830.211881160736,18024547.20967693,0.001986559686828614,"['gamma_ST[CTV,January]: 1.0', 'gamma_ST[CTV,February]: 1.0', 'gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,3,1,7200.321765899658,20636363.15333199,0.004080764464326181,"['gamma_ST[CTV,December]: 1.0', 'gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,3,2,7200.575973033905,19680932.62463274,0.0038765299154771026,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,3,3,5293.842532157898,21633976.713511728,0.001990150512330152,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 2.0']"
3,3,3,4,7200.93710899353,18692856.70182044,0.004400737846115414,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,3,5,7200.388116121292,18928166.935017005,0.0024835959457871646,"['gamma_ST[CTV,January]: 1.0', 'gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,4,1,7201.518090009689,21051554.968613364,0.019152828254304456,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 2.0']"
3,3,4,2,7201.656434059143,19923718.478232108,0.02970895076793307,"['gamma_LT[CTV]: 3.0', 'gamma_LT[SOV]: 1.0']"
3,3,4,3,7201.219908952713,22534796.32164503,0.02900880524086954,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 2.0']"
3,3,4,4,7201.717494010925,18754798.658602424,0.006184842017101322,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,4,5,7201.400887012482,19974990.5714562,0.06661923015350318,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 2.0']"
3,3,5,1,7200.576232910156,21436843.19424423,0.02920637088462023,"['gamma_LT[CTV]: 3.0', 'gamma_LT[SOV]: 1.0']"
3,3,5,2,7201.401855945587,20387929.9218476,0.03340695566318801,"['gamma_LT[CTV]: 3.0', 'gamma_LT[SOV]: 1.0']"
3,3,5,3,7206.454597949982,22753907.894714154,0.026827988535075693,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 2.0']"
3,3,5,4,7200.676632881165,20297767.470705435,0.055219861213565424,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 2.0']"
3,3,5,5,7200.552633047104,20854197.178680047,0.038194286952585775,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 2.0']"
3,3,6,1,7200.974687099457,21343165.145093203,0.07436663562580981,"['gamma_LT[CTV]: 4.0', 'gamma_LT[SOV]: 1.0']"
3,3,6,2,7200.71875,21582550.72876911,0.04385268002391232,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 2.0']"
3,3,6,3,7201.40349316597,22539267.457640026,0.02853724094789906,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 2.0']"
3,3,6,4,7201.6909828186035,20422548.19126884,0.021370729743772274,"['gamma_ST[CTV,January]: 1.0', 'gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,6,5,7201.5476150512695,19968465.51882804,0.024254652328475616,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,7,1,7201.632915019989,22271472.83189335,0.12547167190768685,"['gamma_LT[CTV]: 5.0', 'gamma_LT[SOV]: 1.0']"
3,3,7,2,7202.005829811096,21353143.19307339,0.04357831719492675,"['gamma_ST[CTV,January]: 1.0', 'gamma_LT[CTV]: 3.0', 'gamma_LT[SOV]: 1.0']"
3,3,7,3,7200.425096035004,23654758.970398694,0.08353891756349409,"['gamma_LT[CTV]: 3.0', 'gamma_LT[SOV]: 2.0']"
3,3,7,4,7201.778431177139,23490777.325154036,0.12250171469200186,"['gamma_LT[CTV]: 5.0', 'gamma_LT[SOV]: 1.0']"
3,3,7,5,7201.907833099365,21966733.166600477,0.07328941265411743,"['gamma_LT[CTV]: 4.0', 'gamma_LT[SOV]: 1.0']"
