n_vessels,n_wind_farms,n_scenarios,instance,runtime,objval,solution_gap,charter_decision
3,2,1,1,96.5345938205719,16533963.564781152,0.0019896419305866775,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,1,2,85.70506501197815,12938693.637315378,0.0018428242693241561,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,1,3,81.08276987075806,10565401.371405829,0.0019987021445812838,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,1,4,70.49250483512878,12126794.915904747,0.0019536765876906016,"['gamma_ST[CTV,December]: 1.0', 'gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,1,5,62.623685121536255,12399883.194172272,0.0019578692480726103,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,2,1,340.8890287876129,14661920.577425184,0.0019561974127725317,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,2,2,306.48338508605957,13974905.9670027,0.001992000798001469,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,2,3,190.65025997161865,10881800.35590138,0.0019225864039378792,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,2,4,311.97076201438904,12932789.725105558,0.0019761320070821008,"['gamma_ST[CTV,February]: 1.0', 'gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,2,5,243.8690710067749,12610145.940291338,0.0018290638459427797,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,3,1,495.6996581554413,13024353.717825938,0.0012645607261481044,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,3,2,434.14677381515503,14437023.33586676,0.0019831201254414503,"['gamma_ST[CTV,November]: 1.0', 'gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,3,3,526.8186960220337,11572851.477861635,0.0019989936614564917,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,3,4,672.6867899894714,13562293.354537947,0.0019758054954461964,"['gamma_ST[CTV,February]: 1.0', 'gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,3,5,811.3265590667725,13232426.256509047,0.0018698703913756904,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,4,1,831.7297089099884,12562455.838560311,0.001974740007117883,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,4,2,1178.516124010086,14280464.806690289,0.0018101842080599664,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,4,3,688.7419719696045,11817091.01510521,0.0019841734967641104,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,4,4,947.6664190292358,13284467.8152387,0.00199894995868734,"['gamma_ST[CTV,February]: 1.0', 'gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,4,5,1179.2973279953003,13872804.384539321,0.001998941529395149,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,5,1,1296.0289311408997,13156606.15024937,0.001996419277591939,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,5,2,1400.0879020690918,14446281.828909118,0.0019873266554490685,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,5,3,1045.0202901363373,11534834.379051827,0.0018565582435126542,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,5,4,1415.480891942978,13298130.165381506,0.0019708737111424706,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,5,5,1509.7978420257568,13339636.110427495,0.0019238280755439273,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,6,1,2866.514897108078,12618451.520987041,0.0016184707319874857,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,6,2,2518.5176589488983,14349936.37151898,0.001993798866884091,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,6,3,1639.8323090076447,11819224.563957853,0.0019990137765615104,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,6,4,3275.547116994858,13036882.861742914,0.0017612158121184482,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,6,5,1739.0968220233917,13248071.973660823,0.001989966178534857,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,7,1,2257.4390778541565,12869339.005071118,0.0019997524546910067,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,7,2,3513.2592389583588,13735741.159796007,0.0019910061619256526,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,7,3,1947.8243961334229,12350171.757559605,0.0019990001192359106,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,7,4,2305.4353909492493,13187074.47781175,0.0019703465131987487,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,7,5,4206.674564838409,13311925.150097214,0.0019989942084192047,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
