n_vessels,n_wind_farms,n_scenarios,instance,runtime,objval,solution_gap,charter_decision
3,2,8,1,2246.158348083496,12621467.274225831,0.0019997250140026263,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,8,2,2456.442466020584,13409221.92596254,0.0019982720916978465,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,8,3,2329.5690519809723,12799348.868491627,0.0019995583190318537,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,8,4,3706.782040119171,13016539.45089636,0.0018782989544514762,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,8,5,2710.358746767044,13440874.898724757,0.0019975700173517257,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,9,1,3584.9436299800873,12470200.43296523,0.001998990209136346,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,9,2,3772.516613960266,13050156.198662667,0.0019005623941966096,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,9,3,6288.839241027832,13106114.010347977,0.0019989910611206856,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,9,4,3582.8549489974976,12726612.776568772,0.0019988774242703992,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,9,5,4228.773334026337,13399486.911192926,0.0019639236484233318,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,10,1,3017.176552772522,12179613.762678213,0.00196890395892672,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,10,2,3557.637589931488,13090927.340381544,0.0017436433837380542,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,10,3,4989.7225749492645,12929959.02372057,0.001998956124056234,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,10,4,4846.326576948166,12442202.4410327,0.0019641603256345093,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,10,5,3735.1597509384155,13296419.350387327,0.0018904450746764976,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
