n_vessels,n_wind_farms,n_scenarios,instance,runtime,objval,solution_gap,charter_decision
3,3,1,1,368.6870219707489,24397967.87374132,0.0019882407432225226,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,1,2,470.5492539405823,19229416.721920297,0.0018833130280995613,"['gamma_ST[CTV,December]: 1.0', 'gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,1,3,203.7814700603485,15438960.328191701,0.0014024876556886809,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,1,4,316.0383999347687,17942434.557620507,0.001965025809653567,"['gamma_ST[CTV,December]: 1.0', 'gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,1,5,481.74690318107605,18216881.666666076,0.001989688372063392,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,2,1,7201.188635110855,21569245.297824427,0.002833341702511048,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,2,2,7200.903872013092,20821233.218225185,0.0032604047504064255,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,2,3,693.0094509124756,15719777.25547555,0.0019843402966625272,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,2,4,7200.320431947708,19826395.215347104,0.0034778805797023964,"['gamma_ST[CTV,February]: 1.0', 'gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,2,5,1318.7127931118011,19062736.35536842,0.001996731732930668,"['gamma_ST[CTV,January]: 1.0', 'gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,3,1,7200.73397898674,19109481.017261434,0.0067481675127490145,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,3,2,7200.777044057846,21382345.18715114,0.010859574475126354,"['gamma_ST[CTV,November]: 1.0', 'gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,3,3,3775.6920249462128,16973743.215536177,0.0019931811213892356,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,3,4,7201.387897968292,20165430.635777295,0.00947166270009954,"['gamma_ST[CTV,February]: 1.0', 'gamma_ST[CTV,November]: 1.0', 'gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,3,5,7200.875694990158,19506890.397028588,0.004895077136107021,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,4,1,7200.705544948578,18344627.542442605,0.002569515148279943,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,4,2,7201.148874998093,21939827.52681361,0.039198998422528775,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 2.0']"
3,3,4,3,4809.898504018784,17116481.97664837,0.0019905400414600687,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,4,4,7200.462159872055,19561849.997929625,0.00403093311115334,"['gamma_ST[CTV,February]: 1.0', 'gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,4,5,7200.875402927399,20969964.66903688,0.013758877606308145,"['gamma_ST[CTV,January]: 1.0', 'gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,5,1,7200.539705038071,20022166.03393664,0.036712865327649946,"['gamma_LT[CTV]: 3.0', 'gamma_LT[SOV]: 1.0']"
3,3,5,2,7205.04408288002,25421384.654013153,0.16050179307907053,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 3.0']"
3,3,5,3,5787.317191123962,16663541.36869121,0.0019837124565068175,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,3,5,4,7203.231683969498,20521648.368412092,0.04427624226039137,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 2.0']"
3,3,5,5,7201.981322050095,20095410.38699618,0.01882084017243858,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 2.0']"
3,3,6,1,7201.620829820633,18468983.956135705,0.009229408444614002,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
