n_vessels,n_wind_farms,n_scenarios,instance,runtime,objval,solution_gap,charter_decision
3,2,8,1,3573.6335740089417,13652477.611527648,0.0019559971013416123,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,8,2,3171.3296999931335,13752122.685186513,0.001799458360952221,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,8,3,3556.0480790138245,14739049.457432512,0.001967693419667385,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,8,4,5572.695389986038,13973868.811819699,0.0016474201237273566,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,8,5,5701.361337900162,13716068.679605184,0.001868584619611922,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,9,1,2673.7066581249237,13205442.385243852,0.0019989579931144028,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,9,2,3903.3414838314056,13447595.40604465,0.0019988919158032067,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,9,3,7200.575889825821,14692516.87327035,0.03835034978373133,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,2,9,4,2778.2155940532684,13403393.79060717,0.0018411549459067486,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,9,5,5283.295446157455,13408599.787655164,0.0016031868534988447,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,10,1,5206.814825057983,13269177.683968417,0.0019988819473907354,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,10,2,4614.194798946381,13385171.98471008,0.001998983416550952,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,10,3,7201.378457069397,14755987.75299902,0.040178012430853255,"['gamma_LT[CTV]: 2.0', 'gamma_LT[SOV]: 1.0']"
3,2,10,4,7201.33503985405,13523926.69291551,0.0023933508917438513,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
3,2,10,5,4259.88897395134,13666571.811958928,0.001976333976574283,"['gamma_LT[CTV]: 1.0', 'gamma_LT[SOV]: 1.0']"
