n_vessels,n_wind_farms,n_scenarios,instance,runtime,objval,solution_gap,charter_decision
2,1,1,1,83.17275595664978,8610849.032816768,0.0019960155997713206,"['gamma_ST[CTV,February]: 1.0', 'gamma_ST[CTV,March]: 1.0', 'gamma_ST[CTV,July]: 1.0', 'gamma_ST[CTV,September]: 1.0', 'gamma_ST[SOV,October]: 1.0', 'gamma_ST[SOV,November]: 1.0', 'gamma_ST[SOV,December]: 1.0', 'gamma_LT[CTV]: 1.0']"
2,1,1,2,62.02237510681152,8265483.0233993055,0.0019248858030018628,"['gamma_ST[CTV,February]: 1.0', 'gamma_ST[CTV,March]: 1.0', 'gamma_ST[CTV,December]: 1.0', 'gamma_ST[SOV,January]: 1.0', 'gamma_ST[SOV,October]: 1.0', 'gamma_ST[SOV,November]: 1.0', 'gamma_LT[CTV]: 1.0']"
2,1,1,3,32.64798402786255,9639604.484522609,0.001990731627119214,"['gamma_ST[CTV,January]: 1.0', 'gamma_ST[CTV,August]: 1.0', 'gamma_ST[CTV,October]: 1.0', 'gamma_ST[CTV,December]: 1.0', 'gamma_ST[SOV,February]: 1.0', 'gamma_ST[SOV,March]: 1.0', 'gamma_ST[SOV,November]: 1.0', 'gamma_LT[CTV]: 1.0']"
2,1,1,4,75.23007702827454,6365949.502629293,0.0019816541513135574,"['gamma_ST[CTV,February]: 1.0', 'gamma_ST[CTV,April]: 1.0', 'gamma_ST[CTV,August]: 1.0', 'gamma_ST[CTV,October]: 1.0', 'gamma_ST[CTV,November]: 1.0', 'gamma_ST[CTV,December]: 1.0', 'gamma_ST[SOV,January]: 1.0', 'gamma_ST[SOV,September]: 1.0', 'gamma_LT[CTV]: 1.0']"
2,1,1,5,38.30864500999451,8149651.036801914,0.0016725727166033838,"['gamma_ST[CTV,January]: 2.0', 'gamma_ST[CTV,October]: 1.0', 'gamma_ST[CTV,November]: 1.0', 'gamma_ST[SOV,February]: 1.0', 'gamma_ST[SOV,December]: 1.0', 'gamma_LT[CTV]: 1.0']"
2,1,2,1,248.32192397117615,7118095.285922201,0.0019915907027734793,['gamma_LT[CTV]: 2.0']
2,1,2,2,2903.594227075577,7695957.7113799695,0.0019998585159566565,"['gamma_ST[CTV,February]: 1.0', 'gamma_ST[CTV,March]: 1.0', 'gamma_ST[CTV,August]: 1.0', 'gamma_ST[CTV,November]: 1.0', 'gamma_ST[SOV,January]: 1.0', 'gamma_ST[SOV,October]: 1.0', 'gamma_ST[SOV,December]: 1.0', 'gamma_LT[CTV]: 1.0']"
2,1,2,3,253.44439506530762,8503463.533861637,0.001998106600809189,"['gamma_ST[SOV,February]: 1.0', 'gamma_ST[SOV,November]: 1.0', 'gamma_LT[CTV]: 2.0']"
2,1,2,4,1072.088830947876,6720024.117357263,0.0019855636721438277,"['gamma_ST[SOV,April]: 1.0', 'gamma_LT[CTV]: 2.0']"
2,1,2,5,166.50526905059814,6631391.365366477,0.0019965785637633547,"['gamma_ST[SOV,February]: 1.0', 'gamma_LT[CTV]: 2.0']"
